0.030927,0.43484
0.031036,0.43463
0.03127,0.43418
0.031461,0.43382
0.031563,0.43363
0.031889,0.43302
0.031946,0.43291
0.032014,0.43279
0.032267,0.43232
0.032285,0.43228
0.032296,0.43227
0.032619,0.43168
0.032683,0.43156
0.033261,0.43053
0.033315,0.43044
0.033759,0.42966
0.033929,0.42937
0.033991,0.42926
0.034551,0.42832
0.034786,0.42792
0.035314,0.42706
0.035318,0.42705
0.035468,0.4268
0.035734,0.42637
0.036184,0.42566
0.03653,0.42512
0.036802,0.42469
0.037287,0.42395
0.037517,0.4236
0.038096,0.42274
0.038453,0.42222
0.039097,0.42129
0.03915,0.42121
0.039688,0.42045
0.040192,0.41976
0.040556,0.41926
0.040908,0.41878
0.041619,0.41784
0.041914,0.41745
0.042537,0.41664
0.043132,0.41589
0.043228,0.41577
0.044561,0.41414
0.045697,0.4128
0.046649,0.4117
0.047751,0.41047
0.048938,0.40919
0.049922,0.40815
0.051245,0.40681
0.052425,0.40564
0.053503,0.4046
0.05474,0.40345
0.055947,0.40236
0.057238,0.40122
0.058549,0.4001
0.060056,0.39885
0.061391,0.39782
0.06278,0.39677
0.064,0.39587
0.065318,0.39493
0.066559,0.39406
0.068017,0.39307
0.069337,0.3922
0.070738,0.3913
0.072165,0.3904
0.073787,0.38941
0.075129,0.38862
0.076521,0.38781
0.077918,0.38702
0.079388,0.38621
0.080814,0.38544
0.082308,0.38465
0.083738,0.38392
0.085087,0.38324
0.086476,0.38255
0.088018,0.38181
0.089536,0.3811
0.090998,0.38043
0.092493,0.37975
0.093824,0.37917
0.095367,0.3785
0.096937,0.37784
0.098469,0.37721
0.099779,0.37667
0.1012,0.37611
0.10262,0.37555
0.10403,0.37501
0.10558,0.37443
0.10712,0.37386
0.10867,0.37331
0.11021,0.37276
0.11171,0.37224
0.11311,0.37176
0.11474,0.37122
0.11623,0.37073
0.11777,0.37023
0.11943,0.36971
0.12097,0.36923
0.12242,0.36879
0.12387,0.36835
0.12529,0.36793
0.12684,0.36748
