0.0060488,0.51294
0.0063308,0.50909
0.0066931,0.50446
0.0071607,0.49897
0.0078673,0.49151
0.0088469,0.48253
0.010119,0.47267
0.011688,0.46255
0.013567,0.45256
0.015655,0.4434
0.017867,0.43529
0.020193,0.42807
0.022615,0.42162
0.025061,0.41596
0.02752,0.41094
0.02999,0.40647
0.032467,0.40243
0.034951,0.39876
0.037455,0.3955
0.039962,0.3925
0.042471,0.38974
0.044983,0.38718
0.047496,0.3848
0.049994,0.38259
0.052494,0.38051
0.054997,0.37856
0.057503,0.37672
0.060012,0.37498
0.062536,0.37332
0.065062,0.37175
0.067589,0.37025
0.070096,0.36884
0.072564,0.36751
0.074977,0.36627
0.077352,0.3651
0.080842,0.36347
0.085925,0.36125
0.093383,0.35829
0.10411,0.35457
0.11449,0.35144
0.12477,0.34967
0.13496,0.34904
0.14508,0.34852
0.15512,0.34808
0.16515,0.34772
0.17517,0.34742
0.18517,0.34719
0.19513,0.34701
0.20509,0.34689
0.21503,0.34681
0.22494,0.34678
0.23484,0.3468
0.24469,0.34685
0.25453,0.34694
0.26435,0.34706
0.27414,0.34722
0.28392,0.34742
0.29366,0.34764
0.30337,0.34789
0.31307,0.34818
0.32273,0.34849
0.33235,0.34882
0.34196,0.34919
0.35153,0.34958
0.36107,0.34999
0.37057,0.35042
0.38005,0.35088
0.38952,0.35137
0.39895,0.35187
0.40836,0.3524
0.41776,0.35294
0.42712,0.35351
0.43647,0.3541
0.44583,0.35471
0.45514,0.35534
0.46443,0.35599
0.47368,0.35666
0.48292,0.35735
0.49213,0.35805
0.50132,0.35878
0.51048,0.35952
0.51962,0.36028
0.52872,0.36105
0.5378,0.36184
0.54685,0.36265
0.55588,0.36348
0.56485,0.36431
0.57378,0.36517
0.58269,0.36604
0.59153,0.36691
0.60033,0.36781
0.60909,0.36871
0.61781,0.36963
0.62646,0.37056
0.63506,0.3715
0.64358,0.37244
0.65206,0.3734
0.66047,0.37437
0.66885,0.37534
0.67717,0.37633
0.68544,0.37732
0.69366,0.37833
0.70181,0.37934
0.70989,0.38035
0.71792,0.38137
0.72588,0.3824
0.7338,0.38344
0.74165,0.38448
0.74941,0.38552
0.75707,0.38656
0.76463,0.3876
0.77211,0.38864
0.7795,0.38968
0.78682,0.39072
0.79401,0.39175
0.80113,0.39279
0.80815,0.39382
0.81508,0.39485
0.82193,0.39588
0.82868,0.3969
0.83534,0.39792
0.83896,0.40017
0.84193,0.39893
0.84233,0.40067
0.84549,0.40114
0.84839,0.39994
0.84863,0.40162
0.85173,0.40209
0.85477,0.40094
0.85483,0.40256
0.85793,0.40303
0.861,0.40351
0.86106,0.40194
0.86404,0.40398
0.86709,0.40445
0.86725,0.40293
0.87011,0.40492
0.87311,0.40538
0.87337,0.40391
0.87606,0.40585
0.87905,0.40632
0.87938,0.40489
0.88201,0.40679
0.88495,0.40725
0.88528,0.40586
0.88787,0.40772
0.89077,0.40818
0.89109,0.40681
0.89366,0.40864
0.8965,0.4091
0.8968,0.40776
0.89935,0.40956
0.90215,0.41036
0.9024,0.40908
0.90498,0.41127
0.90776,0.41217
0.90791,0.41089
0.91056,0.41307
0.91328,0.41267
0.91333,0.41397
0.9161,0.41487
0.91854,0.41441
0.91883,0.41576
0.92154,0.41665
0.92368,0.41612
0.92423,0.41753
0.92691,0.41841
0.92872,0.41781
0.92958,0.41929
0.93224,0.42016
0.93363,0.41946
0.93491,0.42105
0.93753,0.42191
0.93844,0.42108
0.94017,0.42279
0.94276,0.42365
0.94315,0.42267
0.94535,0.42451
0.94775,0.42423
0.94788,0.42535
0.95038,0.42625
0.95225,0.42609
0.95289,0.42743
0.95536,0.42861
0.95661,0.42819
0.95782,0.42978
0.96028,0.43095
0.96088,0.43025
0.96269,0.4321
0.96503,0.43226
0.96506,0.43324
0.96741,0.43436
0.96908,0.43423
0.96977,0.43549
0.97207,0.43659
0.973,0.43614
0.97434,0.43769
0.9766,0.43877
0.97682,0.438
0.97884,0.43985
0.98048,0.43979
0.98106,0.44092
0.98324,0.44197
0.98403,0.44153
0.98539,0.44301
0.98747,0.44322
0.98757,0.44407
0.9897,0.4451
0.99079,0.44485
0.99178,0.4461
0.99381,0.44709
0.99396,0.44642
0.99581,0.44806
0.99702,0.44793
0.99777,0.44901
0.99972,0.44996
0.99996,0.44939
1.0016,0.45084
1.0028,0.45052
1.0035,0.4514
1.0053,0.45196
1.0055,0.45136
1.0071,0.4525
1.008,0.45217
1.0089,0.45304
1.0105,0.45295
1.0106,0.45355
1.0122,0.45405
1.0129,0.45371
1.0138,0.45454
1.0152,0.45443
1.0154,0.45502
1.0169,0.45549
1.0173,0.45511
1.0184,0.45596
1.0193,0.45576
1.0198,0.4564
1.0212,0.45683
1.0213,0.45638
1.0226,0.45726
1.0231,0.45697
1.0239,0.45766
1.0248,0.45754
1.0252,0.45806
1.0264,0.45844
1.0265,0.45806
1.0276,0.4588
1.028,0.45856
1.0287,0.45915
1.0294,0.45903
1.0298,0.45949
1.0307,0.45946
1.0308,0.4598
1.0318,0.46009
1.032,0.45986
1.0327,0.46037
1.0331,0.46023
1.0335,0.46063
1.0341,0.46057
1.0343,0.46089
1.035,0.46088
1.0351,0.46111
1.0357,0.46132
1.0359,0.46116
1.0364,0.46151
1.0366,0.46141
1.037,0.46169
1.0373,0.46163
1.0375,0.46184
1.0379,0.46183
1.038,0.46198
1.0383,0.462
1.0384,0.46211
1.0387,0.46213
1.039,0.46224
1.0392,0.46231
1.0393,0.46236
1.0394,0.46238
